proveedor,archivo,rut_empresa,numero_cuenta,numero_boleta,fecha_emision,periodo_facturado,consumo_total_m3,iva,total_a_pagar,vencimiento,estado,monto_periodo,consumo_total,fecha_vencimiento
Enel,ARGOMEDO_ENEL_202303.pdf,96.800.570-7,2995940,296614206,17 Mar 2023,,,,12.0,,OK,15.0,8940 kWh,03 Abr 2023
Enel,ARGOMEDO_ENEL_202304.pdf,96.800.570-7,2995940,298474795,18 Abr 2023,,,,16.0,,OK,15.0,10440 kWh,04 May 2023
Enel,ARGOMEDO_ENEL_202305.pdf,96.800.570-7,2995940,300349818,18 May 2023,,,,17.0,,OK,15.0,11340 kWh,02 Jun 2023
Enel,ARGOMEDO_ENEL_202306.pdf,96.800.570-7,2995940,302191995,17 Jun 2023,,,,15.0,,OK,16.0,10260 kWh,05 Jul 2023
Enel,ARGOMEDO_ENEL_202307.pdf,96.800.570-7,2995940,304040772,19 Jul 2023,,,,16.0,,OK,15.0,10680 kWh,03 Ago 2023
Enel,ARGOMEDO_ENEL_202308.pdf,96.800.570-7,2995940,305860470,18 Ago 2023,,,,16.0,,OK,15.0,11220 kWh,04 Sep 2023
Enel,ARGOMEDO_ENEL_202309.pdf,96.800.570-7,,307785688,21 Sep 2023,,,,16.0,,ERROR: Datos incompletos,,11340 kWh,06 Oct 2023
Enel,ARGOMEDO_ENEL_202310.pdf,96.800.570-7,,309652175,19 Oct 2023,,,,16.0,,ERROR: Datos incompletos,,10980 kWh,07 Nov 2023
Enel,ARGOMEDO_ENEL_202311.pdf,96.800.570-7,,311510606,20 Nov 2023,,,,15.0,,ERROR: Datos incompletos,,10020 kWh,05 Dic 2023
Enel,ARGOMEDO_ENEL_202312.pdf,96.800.570-7,,313369583,19 Dic 2023,,,,15.0,,ERROR: Datos incompletos,,9840 kWh,05 Ene 2024
Enel,ARGOMEDO_ENEL_202401.pdf,96.800.570-7,,315218862,18 Ene 2024,,,,15.0,,ERROR: Datos incompletos,,10020 kWh,02 Feb 2024
Enel,ARGOMEDO_ENEL_202402.pdf,96.800.570-7,,317108607,19 Feb 2024,,,,14.0,,ERROR: Datos incompletos,,9360 kWh,05 Mar 2024
Enel,ARGOMEDO_ENEL_202403.pdf,96.800.570-7,,318967273,19 Mar 2024,,,,14.0,,ERROR: Datos incompletos,,8880 kWh,04 Abr 2024
Enel,ARGOMEDO_ENEL_202404.pdf,96.800.570-7,,320801927,17 Abr 2024,,,,14.0,,ERROR: Datos incompletos,,9120 kWh,03 May 2024
Enel,ARGOMEDO_ENEL_202405.pdf,96.800.570-7,,322696920,17 May 2024,,,,16.0,,ERROR: Datos incompletos,,11220 kWh,05 Jun 2024
Enel,ARGOMEDO_ENEL_202406.pdf,96.800.570-7,,324590570,18 Jun 2024,,,,16.0,,ERROR: Datos incompletos,,11100 kWh,05 Jul 2024
Enel,ARGOMEDO_ENEL_202407.pdf,96.800.570-7,,326484281,18 Jul 2024,,,,22.0,,ERROR: Datos incompletos,,11400 kWh,02 Ago 2024
Enel,ARGOMEDO_ENEL_202408.pdf,96.800.570-7,,328362033,20 Ago 2024,,,,20.0,,ERROR: Datos incompletos,,10440 kWh,04 Sep 2024
Enel,ARGOMEDO_ENEL_202409.pdf,96.800.570-7,,330280744,16 Sep 2024,,,,20.0,,ERROR: Datos incompletos,,10140 kWh,04 Oct 2024
Enel,ARGOMEDO_ENEL_202410.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202411.pdf,96.800.570-7,,334082413,20 Nov 2024,,,,21.0,,ERROR: Datos incompletos,,9840 kWh,05 Dic 2024
Enel,ARGOMEDO_ENEL_202412.pdf,96.800.570-7,,336013140,18 Dic 2024,,,,19.0,,ERROR: Datos incompletos,,8880 kWh,06 Ene 2025
Enel,ARGOMEDO_ENEL_202501.pdf,96.800.570-7,,337940054,20 Ene 2025,,,,22.0,,ERROR: Datos incompletos,,10740 kWh,04 Feb 2025
Enel,ARGOMEDO_ENEL_202502.pdf,96.800.570-7,,339850574,19 Feb 2025,,,,20.0,,ERROR: Datos incompletos,,9780 kWh,06 Mar 2025
Enel,ARGOMEDO_ENEL_202503.pdf,96.800.570-7,,341754024,19 Mar 2025,,,,16.0,,ERROR: Datos incompletos,,7260 kWh,03 Abr 2025
Enel,ARGOMEDO_ENEL_202504.pdf,96.800.570-7,,343684167,17 Abr 2025,,,,20.0,,ERROR: Datos incompletos,,9780 kWh,06 May 2025
Enel,ARGOMEDO_ENEL_202505.pdf,96.800.570-7,,345589484,20 May 2025,,,,20.0,,ERROR: Datos incompletos,,9960 kWh,05 Jun 2025
Enel,ARGOMEDO_ENEL_202506.pdf,96.800.570-7,,347500644,18 Jun 2025,,,,21.0,,ERROR: Datos incompletos,,10140 kWh,04 Jul 2025
Enel,ARGOMEDO_ENEL_202507.pdf,96.800.570-7,,349412638,17 Jul 2025,,,,19.0,,ERROR: Datos incompletos,,,01 Ago 2025
Metrogas,ARGOMEDO_METROGAS_202008.pdf,96.722.460-K,,27034913,,,,,45.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202009.pdf,96.722.460-K,,27542608,,,,,49.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202010.pdf,96.722.460-K,,28035074,,,,,38.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202011.pdf,96.722.460-K,,28546450,,,,,31.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202012.pdf,96.722.460-K,,29035823,,,,,24.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202101.pdf,96.722.460-K,,29557761,,,,,19.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202102.pdf,96.722.460-K,,30081290,,,,287805.0,18.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202103.pdf,96.722.460-K,,30594538,,,,286854.0,17.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202104.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202105.pdf,96.722.460-K,,31604797,,,,529103.0,33.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202106.pdf,96.722.460-K,,32145197,,,,737530.0,46.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202107.pdf,96.722.460-K,,32659028,,,,700459.0,43.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202108.pdf,96.722.460-K,,33162584,,,,829717.0,51.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202109.pdf,96.722.460-K,,33680023,,,,761601.0,47.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202110.pdf,96.722.460-K,,34210859,,,,787455.0,49.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202111.pdf,96.722.460-K,,34703482,,,,739377.0,46.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202112.pdf,96.722.460-K,,35218639,,,,560026.0,35.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202201.pdf,96.722.460-K,,35718914,,,,464930.0,29.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202202.pdf,96.722.460-K,,36240199,,,,346443.0,21.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202203.pdf,96.722.460-K,,36738190,,,,308775.0,19.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202204.pdf,96.722.460-K,,37250563,,,,325474.0,20.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202205.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202206.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202207.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202208.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202209.pdf,96.722.460-K,,39874186,,,,11.0,72.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202210.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202211.pdf,96.722.460-K,,40880954,,,,953338.0,59.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202212.pdf,96.722.460-K,,41423519,,,,931981.0,58.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202301.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202302.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202303.pdf,96.722.460-K,,42968522,,,,275941.0,17.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202304.pdf,96.722.460-K,,43495141,,,,388944.0,24.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202305.pdf,96.722.460-K,,43975382,,,,599257.0,37.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202306.pdf,96.722.460-K,,44575216,,,,2.0,57.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202307.pdf,96.722.460-K,,45079448,,,,3.0,65.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202308.pdf,96.722.460-K,,45630864,,,,4.0,63.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202309.pdf,96.722.460-K,,46133532,,,,5.0,59.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202310.pdf,96.722.460-K,,46669911,,,,6.0,64.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202311.pdf,96.722.460-K,,47192612,,,,858609.0,53.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202312.pdf,96.722.460-K,,47685748,,,,913021.0,57.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202401.pdf,96.722.460-K,,48192740,,,,844335.0,52.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202402.pdf,96.722.460-K,,48727161,,,,626852.0,39.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202403.pdf,96.722.460-K,,49237362,,,,618846.0,38.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202404.pdf,96.722.460-K,,49756035,,,,798086.0,49.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202405.pdf,96.722.460-K,,50260113,,,,804285.0,50.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202406.pdf,96.722.460-K,,51804991,,,,13.0,82.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202407.pdf,96.722.460-K,,52313095,,,,13.0,83.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202408.pdf,96.722.460-K,,52793534,,,,10.0,67.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202409.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202410.pdf,,,,,,,,,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202411.pdf,96.722.460-K,,54274905,,,,985970.0,61.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202412.pdf,96.722.460-K,,54773413,,,,892624.0,55.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202501.pdf,96.722.460-K,,55274243,,,,704957.0,44.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202502.pdf,96.722.460-K,,55774955,,,,621309.0,38.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202503.pdf,96.722.460-K,,56267098,,,,644482.0,40.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202504.pdf,96.722.460-K,,56764550,,,,649845.0,40.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202505.pdf,96.722.460-K,,57272492,,,,874666.0,54.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202506.pdf,96.722.460-K,,57824116,,,,11.0,69.0,,ERROR: Datos incompletos,,,
Metrogas,ARGOMEDO_METROGAS_202507.pdf,96.722.460-K,,58308245,,,,10.0,68.0,,ERROR: Datos incompletos,,,
